datetime,count
2011-02-24 06:00:00,62.53
2011-02-24 07:00:00,194.59
2011-02-24 08:00:00,393.21
2011-02-24 09:00:00,160.22
2011-02-24 10:00:00,116.7
2011-02-24 11:00:00,113.55
2011-02-24 12:00:00,136.66
2011-02-24 13:00:00,131.23
2011-02-24 14:00:00,126.03
2011-02-24 15:00:00,86.68
2011-02-24 16:00:00,99.68
2011-02-24 17:00:00,213.74
2011-02-24 18:00:00,176.8
2011-02-24 19:00:00,138.34
2011-02-24 20:00:00,106.69
2011-02-24 21:00:00,70.07
2011-02-24 22:00:00,46.78
2011-02-24 23:00:00,49.96
2011-02-25 00:00:00,16.5
2011-02-25 01:00:00,13.71
2011-02-25 02:00:00,6.82
2011-02-25 03:00:00,2.34
2011-02-25 05:00:00,13.08
2011-02-25 06:00:00,71.8
2011-02-25 07:00:00,184.3
2011-02-25 08:00:00,263.48
2011-02-25 09:00:00,129.96
2011-02-25 10:00:00,77.51
2011-02-25 11:00:00,164.06
2011-02-25 12:00:00,171.46
2011-02-25 13:00:00,172.86
2011-02-25 14:00:00,171.53
2011-02-25 15:00:00,201
2011-02-25 16:00:00,154.66
2011-02-25 17:00:00,220.99
2011-02-25 18:00:00,175.71
2011-02-25 19:00:00,136.19
2011-02-25 20:00:00,109.38
2011-02-25 21:00:00,78.41
2011-02-25 22:00:00,83.02
2011-02-25 23:00:00,46.2
2011-02-26 00:00:00,38.75
2011-02-26 01:00:00,35.54
2011-02-26 02:00:00,19.91
2011-02-26 03:00:00,14.67
2011-02-26 04:00:00,4.18
2011-02-26 05:00:00,3.75
2011-02-26 06:00:00,5.94
2011-02-26 07:00:00,15.95
2011-02-26 08:00:00,64.07
2011-02-26 09:00:00,99.52
2011-02-26 10:00:00,206.63
2011-02-26 11:00:00,234.02
2011-02-26 12:00:00,243.75
2011-02-26 13:00:00,240.2
2011-02-26 14:00:00,174.19
2011-02-26 15:00:00,214.71
2011-02-26 16:00:00,190.08
2011-02-26 17:00:00,207.03
2011-02-26 18:00:00,149.59
2011-02-26 19:00:00,102.88
2011-02-26 20:00:00,79.66
2011-02-26 21:00:00,71.31
2011-02-26 22:00:00,79.04
2011-02-26 23:00:00,46.56
2011-02-27 00:00:00,49.98
2011-02-27 01:00:00,45.52
2011-02-27 02:00:00,30.57
2011-02-27 03:00:00,18.71
2011-02-27 04:00:00,8.48
2011-02-27 06:00:00,5.3
2011-02-27 07:00:00,27.79
2011-02-27 08:00:00,128.41
2011-02-27 09:00:00,140.37
2011-02-27 10:00:00,136.82
2011-02-27 11:00:00,197.52
2011-02-27 12:00:00,210.95
2011-02-27 13:00:00,266.77
2011-02-27 14:00:00,333.9
2011-02-27 15:00:00,324.4
2011-02-27 16:00:00,339.35
2011-02-27 17:00:00,178.16
2011-02-27 18:00:00,138
2011-02-27 19:00:00,134.12
2011-02-27 20:00:00,101.63
2011-02-27 21:00:00,91.34
2011-02-27 22:00:00,80.05
2011-02-27 23:00:00,52.99
2011-02-28 00:00:00,16.84
2011-02-28 01:00:00,7.3
2011-02-28 03:00:00,2.25
2011-02-28 05:00:00,14.62
2011-02-28 06:00:00,66.11
2011-02-28 07:00:00,197.57
2011-02-28 08:00:00,284.05
2011-02-28 09:00:00,210.26
2011-02-28 10:00:00,140.21
2011-02-28 11:00:00,149.4
2011-02-28 12:00:00,156.52
2011-02-28 13:00:00,121.11
2011-02-28 14:00:00,99.54
2011-02-28 15:00:00,100.87
2011-02-28 16:00:00,127.64
2011-02-28 17:00:00,204.62
2011-02-28 18:00:00,223.86
2011-02-28 19:00:00,163.36
2011-02-28 20:00:00,131.37
2011-02-28 21:00:00,82.47
2011-02-28 22:00:00,52.25
2011-02-28 23:00:00,31.32
2011-03-20 00:00:00,56.01
2011-03-20 01:00:00,53.9
2011-03-20 02:00:00,39.5
2011-03-20 03:00:00,24.74
2011-03-20 04:00:00,6.15
2011-03-20 05:00:00,4.69
2011-03-20 06:00:00,6.28
2011-03-20 07:00:00,22.11
2011-03-20 08:00:00,55.76
2011-03-20 09:00:00,110.81
2011-03-20 10:00:00,207.36
2011-03-20 11:00:00,280.02
2011-03-20 12:00:00,329.4
2011-03-20 13:00:00,329.09
2011-03-20 14:00:00,313.36
2011-03-20 15:00:00,328.72
2011-03-20 16:00:00,344.61
2011-03-20 17:00:00,194.11
2011-03-20 18:00:00,172.08
2011-03-20 19:00:00,136.3
2011-03-20 20:00:00,101.97
2011-03-20 21:00:00,79.86
2011-03-20 22:00:00,60.02
2011-03-20 23:00:00,37.94
2011-03-21 00:00:00,20.55
2011-03-21 01:00:00,9.17
2011-03-21 02:00:00,5.8
2011-03-21 03:00:00,3.15
2011-03-21 05:00:00,8.21
2011-03-21 06:00:00,54.56
2011-03-21 07:00:00,156.07
2011-03-21 08:00:00,306.77
2011-03-21 09:00:00,177.33
2011-03-21 10:00:00,93.29
2011-03-21 11:00:00,133.8
2011-03-21 12:00:00,135.41
2011-03-21 13:00:00,148.62
2011-03-21 14:00:00,148.84
2011-03-21 15:00:00,180.19
2011-03-21 16:00:00,258.3
2011-03-21 17:00:00,523.17
2011-03-21 18:00:00,531.18
2011-03-21 19:00:00,406.06
2011-03-21 20:00:00,273.1
2011-03-21 21:00:00,150.55
2011-03-21 22:00:00,107.84
2011-03-21 23:00:00,62.35
2011-03-22 00:00:00,30.31
2011-03-22 01:00:00,9.72
2011-03-22 02:00:00,7.56
2011-03-22 03:00:00,4.48
2011-03-22 04:00:00,4.86
2011-03-22 05:00:00,18.36
2011-03-22 06:00:00,74.25
2011-03-22 07:00:00,260.28
2011-03-22 08:00:00,412.89
2011-03-22 09:00:00,219.47
2011-03-22 10:00:00,134.11
2011-03-22 11:00:00,148.37
2011-03-22 12:00:00,200.14
2011-03-22 13:00:00,158.77
2011-03-22 14:00:00,192.37
2011-03-22 15:00:00,176.39
2011-03-22 16:00:00,281.52
2011-03-22 17:00:00,544.63
2011-03-22 18:00:00,439.42
2011-03-22 19:00:00,239.06
2011-03-22 20:00:00,166.79
2011-03-22 21:00:00,115.67
2011-03-22 22:00:00,89.98
2011-03-22 23:00:00,51.95
2011-03-23 00:00:00,21
2011-03-23 01:00:00,9.85
2011-03-23 02:00:00,5.69
2011-03-23 03:00:00,2.88
2011-03-23 05:00:00,8.59
2011-03-23 06:00:00,60.5
2011-03-23 07:00:00,172.44
2011-03-23 08:00:00,293.56
2011-03-23 09:00:00,177.65
2011-03-23 10:00:00,77.83
2011-03-23 11:00:00,80.73
2011-03-23 12:00:00,83.6
2011-03-23 13:00:00,92.48
2011-03-23 14:00:00,100.68
2011-03-23 15:00:00,95.32
2011-03-23 16:00:00,153.75
2011-03-23 17:00:00,301.87
2011-03-23 18:00:00,171
2011-03-23 19:00:00,163.38
2011-03-23 20:00:00,99.12
2011-03-23 21:00:00,53.77
2011-03-23 22:00:00,56.38
2011-03-23 23:00:00,34.2
2011-03-24 00:00:00,12.52
2011-03-24 01:00:00,7.02
2011-03-24 02:00:00,3.98
2011-03-24 03:00:00,2.34
2011-03-24 04:00:00,1.75
2011-03-24 05:00:00,9.66
2011-03-24 06:00:00,67.56
2011-03-24 07:00:00,118.97
2011-03-24 08:00:00,161.68
2011-03-24 09:00:00,140.02
2011-03-24 10:00:00,84.82
2011-03-24 11:00:00,89.48
2011-03-24 12:00:00,121.77
2011-03-24 13:00:00,106.24
2011-03-24 14:00:00,112.44
2011-03-24 15:00:00,103.82
2011-03-24 16:00:00,127.04
2011-03-24 17:00:00,214.93
2011-03-24 18:00:00,218.56
2011-03-24 19:00:00,150.11
2011-03-24 20:00:00,108.29
2011-03-24 21:00:00,79.36
2011-03-24 22:00:00,76.55
2011-03-24 23:00:00,43.97
2011-03-25 00:00:00,19.1
2011-03-25 01:00:00,7.35
2011-03-25 02:00:00,4.34
2011-03-25 03:00:00,2.87
2011-03-25 04:00:00,2.33
2011-03-25 05:00:00,11.24
2011-03-25 06:00:00,58.87
2011-03-25 07:00:00,175.65
2011-03-25 08:00:00,292.57
2011-03-25 09:00:00,183.29
2011-03-25 10:00:00,137.6
2011-03-25 11:00:00,126.79
2011-03-25 12:00:00,123.95
2011-03-25 13:00:00,137.39
2011-03-25 14:00:00,182.97
2011-03-25 15:00:00,162.52
2011-03-25 16:00:00,211.52
2011-03-25 17:00:00,268.37
2011-03-25 18:00:00,230.89
2011-03-25 19:00:00,197.22
2011-03-25 20:00:00,114.96
2011-03-25 21:00:00,72.54
2011-03-25 22:00:00,71.19
2011-03-25 23:00:00,58.44
2011-03-26 00:00:00,57.4
2011-03-26 01:00:00,50.75
2011-03-26 02:00:00,31.18
2011-03-26 03:00:00,16.91
2011-03-26 04:00:00,6.69
2011-03-26 05:00:00,6.48
2011-03-26 06:00:00,12.71
2011-03-26 07:00:00,28.13
2011-03-26 08:00:00,83.68
2011-03-26 09:00:00,129.34
2011-03-26 10:00:00,182.09
2011-03-26 11:00:00,197.03
2011-03-26 12:00:00,242.38
2011-03-26 13:00:00,297.66
2011-03-26 14:00:00,304.22
2011-03-26 15:00:00,295.45
2011-03-26 16:00:00,288.66
2011-03-26 17:00:00,188.125
2011-03-26 18:00:00,187.35
2011-03-26 19:00:00,118.96
2011-03-26 20:00:00,84.49
2011-03-26 21:00:00,79.41
2011-03-26 22:00:00,77.61
2011-03-26 23:00:00,49.5
2011-03-27 00:00:00,61.02
2011-03-27 01:00:00,44.26
2011-03-27 02:00:00,22.62
2011-03-27 03:00:00,21.07
2011-03-27 04:00:00,6.28
2011-03-27 06:00:00,9.09
2011-03-27 07:00:00,36.82
2011-03-27 08:00:00,45.46
2011-03-27 09:00:00,102.12
2011-03-27 10:00:00,126.84
2011-03-27 11:00:00,174.79
2011-03-27 12:00:00,231.77
2011-03-27 13:00:00,249.05
2011-03-27 14:00:00,284.3
2011-03-27 15:00:00,278.48
2011-03-27 16:00:00,271.02
2011-03-27 17:00:00,194.955
2011-03-27 18:00:00,163.53
2011-03-27 19:00:00,142.45
2011-03-27 20:00:00,87.06
2011-03-27 21:00:00,76.68
2011-03-27 22:00:00,72.75
2011-03-27 23:00:00,36.64
2011-03-28 00:00:00,12.24
2011-03-28 01:00:00,7.39
2011-03-28 02:00:00,3.65
2011-03-28 03:00:00,2.14
2011-03-28 05:00:00,13.88
2011-03-28 06:00:00,50.45
2011-03-28 07:00:00,162.95
2011-03-28 08:00:00,304.74
2011-03-28 09:00:00,160.12
2011-03-28 10:00:00,115.52
2011-03-28 11:00:00,109.76
2011-03-28 12:00:00,123.08
2011-03-28 13:00:00,131.63
2011-03-28 14:00:00,155.56
2011-03-28 15:00:00,154.3
2011-03-28 16:00:00,169.07
2011-03-28 17:00:00,305.31
2011-03-28 18:00:00,275.92
2011-03-28 19:00:00,197.12
2011-03-28 20:00:00,133.76
2011-03-28 21:00:00,96.4
2011-03-28 22:00:00,71.58
2011-03-28 23:00:00,43.76
2011-03-29 00:00:00,13.66
2011-03-29 01:00:00,4.94
2011-03-29 02:00:00,4.33
2011-03-29 03:00:00,3.08
2011-03-29 04:00:00,1.75
2011-03-29 05:00:00,10.45
2011-03-29 06:00:00,43.99
2011-03-29 07:00:00,149.78
2011-03-29 08:00:00,302.39
2011-03-29 09:00:00,184.51
2011-03-29 10:00:00,107.64
2011-03-29 11:00:00,119.38
2011-03-29 12:00:00,134.69
2011-03-29 13:00:00,134.87
2011-03-29 14:00:00,142.94
2011-03-29 15:00:00,152.56
2011-03-29 16:00:00,168.99
2011-03-29 17:00:00,349.72
2011-03-29 18:00:00,289.03
2011-03-29 19:00:00,234.44
2011-03-29 20:00:00,160.34
2011-03-29 21:00:00,119.11
2011-03-29 22:00:00,106.12
2011-03-29 23:00:00,46.43
2011-03-30 00:00:00,19.77
2011-03-30 01:00:00,9.95
2011-03-30 02:00:00,4.21
2011-03-30 03:00:00,3.14
2011-03-30 04:00:00,3.09
2011-03-30 05:00:00,20.02
2011-03-30 06:00:00,89.63
2011-03-30 07:00:00,244.23
2011-03-30 08:00:00,422.35
2011-03-30 09:00:00,218.56
2011-03-30 10:00:00,122.94
2011-03-30 11:00:00,125.17
2011-03-30 12:00:00,134.45
2011-03-30 13:00:00,140.24
2011-03-30 14:00:00,125.17
2011-03-30 15:00:00,86
2011-03-30 16:00:00,87.55
2011-03-30 17:00:00,178.17
2011-03-30 18:00:00,187.31
2011-03-30 19:00:00,151.32
2011-03-30 20:00:00,81.02
2011-03-30 21:00:00,72.77
2011-03-30 22:00:00,66.13
2011-03-30 23:00:00,33.6
2011-03-31 00:00:00,11.14
2011-03-31 01:00:00,5.59
2011-03-31 02:00:00,6.08
2011-03-31 03:00:00,3.07
2011-03-31 04:00:00,2.44
2011-03-31 05:00:00,8.74
2011-03-31 06:00:00,43.64
2011-03-31 07:00:00,115.91
2011-03-31 08:00:00,282.88
2011-03-31 09:00:00,105.53
2011-03-31 10:00:00,73.43
2011-03-31 11:00:00,71.78
2011-03-31 12:00:00,72.86
2011-03-31 13:00:00,78.27
2011-03-31 14:00:00,77.88
2011-03-31 15:00:00,69.53
2011-03-31 16:00:00,119.21
2011-03-31 17:00:00,198.34
2011-03-31 18:00:00,241.44
2011-03-31 19:00:00,206.38
2011-03-31 20:00:00,79.55
2011-03-31 21:00:00,66.71
2011-03-31 22:00:00,52.82
2011-03-31 23:00:00,49.46
2011-04-20 00:00:00,28.51
2011-04-20 01:00:00,8.44
2011-04-20 02:00:00,8.76
2011-04-20 03:00:00,4.02
2011-04-20 04:00:00,4.28
2011-04-20 05:00:00,17.22
2011-04-20 06:00:00,86.2
2011-04-20 07:00:00,305.61
2011-04-20 08:00:00,599.6
2011-04-20 09:00:00,279.7
2011-04-20 10:00:00,171.88
2011-04-20 11:00:00,196.24
2011-04-20 12:00:00,231.96
2011-04-20 13:00:00,227.06
2011-04-20 14:00:00,211.83
2011-04-20 15:00:00,184.55
2011-04-20 16:00:00,340.46
2011-04-20 17:00:00,650.32
2011-04-20 18:00:00,621.48
2011-04-20 19:00:00,515.84
2011-04-20 20:00:00,332.64
2011-04-20 21:00:00,265.83
2011-04-20 22:00:00,212.44
2011-04-20 23:00:00,104.13
2011-04-21 00:00:00,45.14
2011-04-21 01:00:00,17.27
2011-04-21 02:00:00,13.56
2011-04-21 03:00:00,5.09
2011-04-21 04:00:00,5.33
2011-04-21 05:00:00,23.79
2011-04-21 06:00:00,92.59
2011-04-21 07:00:00,303.23
2011-04-21 08:00:00,455.41
2011-04-21 09:00:00,242.61
2011-04-21 10:00:00,201.72
2011-04-21 11:00:00,229.29
2011-04-21 12:00:00,239.54
2011-04-21 13:00:00,241.09
2011-04-21 14:00:00,177.32
2011-04-21 15:00:00,193.12
2011-04-21 16:00:00,286.62
2011-04-21 17:00:00,721.68
2011-04-21 18:00:00,586.3
2011-04-21 19:00:00,369.11
2011-04-21 20:00:00,286.31
2011-04-21 21:00:00,188.26
2011-04-21 22:00:00,159.8
2011-04-21 23:00:00,59.25
2011-04-22 00:00:00,35.23
2011-04-22 01:00:00,25.24
2011-04-22 02:00:00,10.17
2011-04-22 03:00:00,6.73
2011-04-22 04:00:00,5.73
2011-04-22 05:00:00,18.11
2011-04-22 06:00:00,76.81
2011-04-22 07:00:00,265.02
2011-04-22 08:00:00,444.42
2011-04-22 09:00:00,167.97
2011-04-22 10:00:00,113.74
2011-04-22 11:00:00,88.61
2011-04-22 12:00:00,93.63
2011-04-22 13:00:00,85.71
2011-04-22 14:00:00,33.36
2011-04-22 15:00:00,86.38
2011-04-22 16:00:00,130.28
2011-04-22 17:00:00,157.89
2011-04-22 18:00:00,152.3
2011-04-22 19:00:00,123.02
2011-04-22 20:00:00,91.18
2011-04-22 21:00:00,59.77
2011-04-22 22:00:00,57.74
2011-04-22 23:00:00,52.77
2011-04-23 00:00:00,46.97
2011-04-23 01:00:00,42.84
2011-04-23 02:00:00,32.54
2011-04-23 03:00:00,19.58
2011-04-23 04:00:00,8.83
2011-04-23 05:00:00,9.12
2011-04-23 06:00:00,14.03
